question,answer,cat,sub_cat
What happens if I don’t have enough balance in my account?,"- First time subscription: You will have to recharge your wasel prepaid account and try activating the pack again.
,
- Renewal: You will have a grace period of 3 days to recharge your account in order to continue enjoying the pack, after which the pack will be removed from your account. In case you which to re-subscribe, you will have to recharge your account and activate the pack again.",mobilenew,mobile_prepaid
How many data units will I get for my package allowance? ,"Etisalat follows uniform data allowance configuration across its packages, and your data units will be based on the below conversion:
,
1 GB = 1,000 MB; 1 MB = 1,000 KB; 1 KB = 1,024 Bytes",mobilenew,mobile_prepaid
"How my data units will be consumed for package, and pay-as-you-go usage? ","When consuming data from a data package, your allowance will be deducted on the basis of 30 KB increments, whereas for pay-as-you-go data usage without any package, you will be rated on a 1 KB pulse.",mobilenew,mobile_prepaid
What is Voice Mail (Al-mersal) password?,Password is a secret number that protects the security and privacy of messages and mailbox and allows access to authorized persons only. Whenever users access their mailbox from another telephone the system prompts to enter a password.,telephonenew,telephone_calling_plans
How to create an Al-mersal password?,"Initially when the mailbox is being setup, the system will give you the option to create a password from 4 to 6 digits. This has to be remembered and can be changed anytime.",telephonenew,telephone_calling_plans
What if you forget the password?,"All Etisalat mobile customers can apply for the issue of a new password by visiting the nearest Etisalat Business / Service centre, with a valid identity. The old password will be deactivated and a new password, with 4 digits only will be provided. This can then be changed to 6 digits through the mailbox set-up menu.",telephonenew,telephone_calling_plans
Does it (the plan)  have a contract?,"The enhanced One country UL IDD product do not have any contracts that binds you down with exit charges. The regular home product policies are only applied. Exiting mid month is possible, but the charges will be retrieved for full month. Therefore, we suggest you to use the product till month end and then exit.",telephonenew,telephone_unlimited_idd
How can I subscribe?,"You can subscribe to the product:
,
(a) Dial 125 from your home phone and subscribe to the product directly. You can select the country of choice by entering the IDD code as per the voice prompt.
,
(b) Dial 800101 and speak to our customer care agent to subscribe to the plan
,
(c) Visit any of our Business centers or can get the product subscribed through any of our indirect sales channels.",telephonenew,telephone_unlimited_idd
Can I change the country of choice?,"You can change the country of choice, by detaching (exiting) from the current plan and subscribing new to the different country of your choice. It will be considered as a new subscription with rentals charged.",telephonenew,telephone_unlimited_idd
Can the UL IDD product be used along with other value added products on voice?,"The enhanced UL IDD product will co-exist with any other VAS and other products as long as it is not having any IDD component. Eg; it will still run on the account along with VAS, F2M Bundles etc. However, the existing IDD products (Eg 1 Fils) will cease to exist if the UL DD product is subscribed.",telephonenew,telephone_unlimited_idd
How do I know about my usage?,"You can dial into 125 and understand about the usage to the selected country of choice. Anyhow, there will be email send to the registered email ID and messages send to the registered mobile number whenever the customer crosses 80%, 90% and 100% of the predefined Fair Usage Limits.,Therefore, we suggest you to keep your email ID and mobile number updated in our systems and confirm it with our customer care agent to ensure that these messages are delivered properly.",telephonenew,telephone_unlimited_idd
Will I have to re-subscribe if I upgrade or downgrade my connection in between the month?,"The product / pack will auto move into the new product in case you upgrade or downgrade your eLife connection. There will be no extra action required at your end.,More details about this product are available in our website www.etisalat.ae",telephonenew,telephone_unlimited_idd
Are the Combo Add-on flexible minutes applicable for making calls to all countries? ,"Flexible minutes can be used for most of the countries. For countries that flexible minutes are not applied to, please visit the postpaid plans section in ",mobilenew,mobile_postpaid
How many data units will I get for my package allowance? ,"Etisalat follows uniform data allowance configuration across its packages, and your data units will be based on the below conversion:
,
1 GB = 1,000 MB; 1 MB = 1,000 KB; 1 KB = 1,024 Bytes",mobilenew,mobile_postpaid
"How my data units will be consumed for package, and pay-as-you-go usage? ","When consuming data from a data package, your allowance will be deducted on the basis of 30 KB increments, whereas for pay-as-you-go data usage without any package, you will be rated on a 1 KB pulse.",mobilenew,mobile_postpaid
How can I earn Smiles points? ,"Smiles points can be earned through two ways, Bill payment and the monthly smiles points provided with the New Postpaid yearly plans.",mobilenew,mobile_postpaid
Is there any conditions to earn the plan embedded smiles points?,Monthly smiles points will be added to your smiles account on monthly basis as long as the line is active.,mobilenew,mobile_postpaid
Is it a must to download smiles App to earn smiles points?,The application must be downloaded and registered to earn smiles points. The application can be found in google play store and Apple App store.,mobilenew,mobile_postpaid
How and where can I use smiles points?,"Smiles points can be redeemed as shopping vouchers, discounts in various locations or bill payment for more details visit smiles.etisalat.ae",mobilenew,mobile_postpaid
For how long I will receive the plan embedded smiles points?,For half of the contract duration (Ie 24 months plans will get monthly smiles points for 12 months) after that the customer will continue receiving smiles points from bill payments.,mobilenew,mobile_postpaid
